id,from_essence_type,from_id,to_essence_type,sum_of_money,comment,to_id
1912,f,912,t,"$5,883.25",its donate from user with id = 912,392
1913,f,913,t,$977.28,its donate from user with id = 913,326
1914,f,914,t,"$9,271.68",its donate from user with id = 914,562
1915,f,915,t,"$9,740.07",its donate from user with id = 915,523
1916,f,916,t,"$9,791.13",its donate from user with id = 916,991
1917,f,917,t,"$8,663.58",its donate from user with id = 917,665
1918,f,918,t,"$6,014.23",its donate from user with id = 918,205
1919,f,919,t,"$4,743.05",its donate from user with id = 919,862
1920,f,920,t,"$6,187.88",its donate from user with id = 920,586
1921,f,921,t,"$7,845.92",its donate from user with id = 921,249
1922,f,922,t,"$1,121.04",its donate from user with id = 922,653
1923,f,923,t,"$1,010.32",its donate from user with id = 923,122
1924,f,924,t,"$3,847.59",its donate from user with id = 924,842
1925,f,925,t,"$5,555.21",its donate from user with id = 925,922
1926,f,926,t,"$9,830.03",its donate from user with id = 926,641
1927,f,927,t,"$6,257.38",its donate from user with id = 927,94
1928,f,928,t,"$7,808.75",its donate from user with id = 928,701
1929,f,929,t,"$6,554.62",its donate from user with id = 929,457
1930,f,930,t,$270.71,its donate from user with id = 930,506
1931,f,931,t,"$6,912.08",its donate from user with id = 931,283
1932,f,932,t,"$8,019.96",its donate from user with id = 932,380
1933,f,933,t,"$5,980.18",its donate from user with id = 933,255
1934,f,934,t,"$4,141.86",its donate from user with id = 934,626
1935,f,935,t,"$7,876.88",its donate from user with id = 935,919
1936,f,936,t,"$7,549.93",its donate from user with id = 936,355
1937,f,937,t,"$5,317.62",its donate from user with id = 937,782
1938,f,938,t,"$9,690.78",its donate from user with id = 938,78
1939,f,939,t,"$1,827.63",its donate from user with id = 939,597
1940,f,940,t,"$5,670.23",its donate from user with id = 940,247
1941,f,941,t,"$8,791.42",its donate from user with id = 941,715
1942,f,942,t,"$2,233.59",its donate from user with id = 942,116
1943,f,943,t,"$4,067.48",its donate from user with id = 943,177
1944,f,944,t,"$6,325.70",its donate from user with id = 944,561
1945,f,945,t,"$9,984.06",its donate from user with id = 945,804
1946,f,946,t,"$1,169.43",its donate from user with id = 946,51
1947,f,947,t,"$2,307.40",its donate from user with id = 947,126
1948,f,948,t,"$8,992.93",its donate from user with id = 948,300
1949,f,949,t,"$4,539.07",its donate from user with id = 949,243
1950,f,950,t,"$8,149.26",its donate from user with id = 950,603
1951,f,951,t,"$1,790.32",its donate from user with id = 951,658
1952,f,952,t,"$5,045.96",its donate from user with id = 952,190
1953,f,953,t,"$7,581.01",its donate from user with id = 953,726
1954,f,954,t,"$6,926.57",its donate from user with id = 954,578
1955,f,955,t,"$4,358.03",its donate from user with id = 955,376
1956,f,956,t,"$6,902.07",its donate from user with id = 956,497
1957,f,957,t,"$7,158.52",its donate from user with id = 957,534
1958,f,958,t,"$5,376.23",its donate from user with id = 958,275
1959,f,959,t,"$2,012.50",its donate from user with id = 959,591
1960,f,960,t,"$2,945.06",its donate from user with id = 960,172
1961,f,961,t,"$5,334.06",its donate from user with id = 961,472
1962,f,962,t,"$4,439.19",its donate from user with id = 962,282
1963,f,963,t,$120.33,its donate from user with id = 963,169
1964,f,964,t,"$5,644.81",its donate from user with id = 964,397
1965,f,965,t,"$1,913.75",its donate from user with id = 965,58
1966,f,966,t,"$4,012.00",its donate from user with id = 966,676
1967,f,967,t,"$1,580.32",its donate from user with id = 967,757
1968,f,968,t,$933.36,its donate from user with id = 968,414
1969,f,969,t,"$3,023.68",its donate from user with id = 969,463
1970,f,970,t,"$4,142.20",its donate from user with id = 970,1000
1971,f,971,t,$870.52,its donate from user with id = 971,175
1972,f,972,t,$523.70,its donate from user with id = 972,639
1973,f,973,t,"$1,126.75",its donate from user with id = 973,728
1974,f,974,t,"$9,965.00",its donate from user with id = 974,365
1975,f,975,t,"$5,280.28",its donate from user with id = 975,987
1976,f,976,t,"$5,693.88",its donate from user with id = 976,532
1977,f,977,t,"$8,557.00",its donate from user with id = 977,111
1978,f,978,t,$501.03,its donate from user with id = 978,803
1979,f,979,t,"$4,419.65",its donate from user with id = 979,112
1980,f,980,t,"$4,047.09",its donate from user with id = 980,852
1981,f,981,t,"$2,651.29",its donate from user with id = 981,475
1982,f,982,t,"$3,225.77",its donate from user with id = 982,466
1983,f,983,t,"$9,333.37",its donate from user with id = 983,106
1984,f,984,t,"$7,848.95",its donate from user with id = 984,864
1985,f,985,t,"$9,150.78",its donate from user with id = 985,251
1986,f,986,t,"$6,814.86",its donate from user with id = 986,791
1987,f,987,t,$770.50,its donate from user with id = 987,730
1988,f,988,t,$950.02,its donate from user with id = 988,520
1989,f,989,t,$287.07,its donate from user with id = 989,974
1990,f,990,t,"$4,547.74",its donate from user with id = 990,14
1991,f,991,t,"$2,233.51",its donate from user with id = 991,454
1992,f,992,t,"$1,533.75",its donate from user with id = 992,494
1993,f,993,t,"$6,725.26",its donate from user with id = 993,496
1994,f,994,t,"$5,926.77",its donate from user with id = 994,881
1995,f,995,t,"$5,930.95",its donate from user with id = 995,384
1996,f,996,t,"$4,553.96",its donate from user with id = 996,332
1997,f,997,t,"$3,516.94",its donate from user with id = 997,390
1998,f,998,t,"$8,489.44",its donate from user with id = 998,664
1999,f,999,t,$227.64,its donate from user with id = 999,92
2000,f,1000,t,"$9,744.03",its donate from user with id = 1000,66
